BUSINESS_UNIT;TREE_NODE;AJ_TIPO_LOCA_ID;AJ_DESCR150;TREE_NODE_NUM;PARENT_NODE_NUM
AJM01;ESPTF12-FM01ME01    ;HIJO N1;MOTOR 1 PLACA SUP E INF FORM  ;535236001;532559821
AJM01;ESPTF12-FM01ME02    ;HIJO N1;MOTOR 2 PLACA SUP E INF FORM  ;536128061;532559821
AJM01;ESPTF12-FM01RD01    ;HIJO N1;REDUCTOR SUP PLACA SUP E INF FORM  ;537020121;532559821
AJM01;ESPTF12-FM01RD02    ;HIJO N1;REDUCTOR INF PLACA SUP E INF FORM  ;537912181;532559821
AJM01;ESPTF12-FM01SR01;HIJO N1;CIRCUITO DE AGUA MOKON REF MOKON FORM  ;538804241;532559821
AJM01;ESPTF12-FM01SR01BC01;HIJO N2;BOMBA MOKON REF MOKON FORM  ;539250271;538804241
AJM01;ESPTF12-FM01SR01BC02;HIJO N2;BOMBA MOKON REF MOKON FORM  ;539473286;538804241
AJM01;ESPTF12-FM01SR01ME01;HIJO N2;MOTOR REF MOKON FORM  ;541480421;538804241
AJM01;ESPTF12-FM01SR01ME02;HIJO N2;MOTOR REF MOKON FORM  ;542372481;538804241
AJM01;ESPTF12-FM01SR01TE01;HIJO N2;CAJA DE CONEXIONES REF MOKON FORM  ;542595496;538804241
AJM01;ESPTF12-FM01SR01TE02;HIJO N2;CAJA DE CONEXIONES REF MOKON FORM  ;542707003;538804241
AJM01;ESPTF12-HF01        ;PADRE;ESTRUCTURA HORNO HORN;543264541;528991581
AJM01;ESPTF12-HF01ME01;HIJO N1;MOTOR CADENA TRANS LAMINA HORN  ;544156601;543264541
AJM01;ESPTF12-HF01TE01;HIJO N1;CAJA DE PASO ARRANQUE Y PARADA TRANS LAMINA HORN  ;544602631;543264541
AJM01;ESPTF12-HF01TE02;HIJO N1;CAJA DE CONEXIONES IZQ TRANS LAMINA HORN  ;544825646;543264541
AJM01;ESPTF12-HF01TE03;HIJO N1;CAJA DE CONEXIONES DER TRANS LAMINA HORN  ;544937153;543264541
AJM01;ESPTF12-ML01;PADRE;CUERPO MOLINO;545048661;528991581
AJM01;ESPTF12-ML01ME01    ;HIJO N1;MOTOR MOLINO;545940721;545048661
AJM01;ESPTF12-ML01ME02    ;HIJO N1;MOTOR DEL BLOWER MOLINO;546832781;545048661
AJM01;ESPTF12-ML01RD01;HIJO N1;REDUCTOR MOLINO;547724841;545048661
AJM01;ESPTF12-SP02;PADRE;CUERPO MAC DUE SELL PRE ;542818511;528991581
AJM01;ESPTF12-SP02ME01;HIJO N1;MOTOR BRAZO EMPUJADOR MAC DUE SELL PRE ;542930018;542818511
AJM01;ESPTF12-SP02ME02;HIJO N1;MOTOR BANDA DESCARGUE MAC DUE SELL PRE ;542985772;542818511
AJM01;ESPTF12-SP02ME03;HIJO N1;MOTOR DESEMBOBINADOR MAC DUE SELL PRE ;543013649;542818511
AJM01;ESPTF12-SP02RD01;HIJO N1;REDUCTOR B. EMPUJADOR MAC DUE SELL PRE ;543208787;542818511
AJM01;ESPTF12-SP02RD02;HIJO N1;REDUCTOR B. DESCAGUE MAC DUE SELL PRE ;543236664;542818511
AJM01;ESPTF12-SP02RD03;HIJO N1;REDUCTOR DESBOBINADOR MAC DUE SELL PRE ;543257571;542818511
AJM01;ESPTF12-SP02TE01;HIJO N1;TABLERO PRINCIPAL MAC DUE SELL PRE ;543153033;542818511
AJM01;ESPTF12-SP02TE02;HIJO N1;CAJA PULSADORES MAC DUE SELL PRE ;543180910;542818511
AJM01;ESPTF12-TB01;PADRE;TABLET ;551516096;528991581
AJM01;ESPTF12-TE01;PADRE;TABLERO DRIVE TABLERO ELEC  ;550401021;528991581
AJM01;ESPTF12-TE01AA01;HIJO N1;AIRE ACONDICIONADO TABLERO ELEC  ;551293081;550401021
AJM01;ESPTF12-TE02;PADRE;DISPLAY MICROPHASER  CTRL ELE FOR;551739111;528991581
AJM01;ESPTF12-TE02AA01;HIJO N1;AIRE ACON. MICROPHASER  CTRL ELE FOR;552854186;551739111
AJM01;ESPTF12-TQ01        ;PADRE;CUERPO TROQUELADORA;553969261;528991581
AJM01;ESPTF12-TQ01ME01    ;HIJO N1;MOTOR CANOPY TROQ  ;554861321;553969261
AJM01;ESPTF12-TQ01ME02    ;HIJO N1;SERVOMOTOR TROQUEL TROQ  ;555753381;553969261
AJM01;ESPTF12-TQ01ME03    ;HIJO N1;MOTOR  SERVOPICK TROQ  ;556645441;553969261
AJM01;ESPTF12-TQ01RD01;HIJO N1;REDUCTOR CANOPY TROQ  ;557537501;553969261
AJM01;ESPTF12-TQ01RD02;HIJO N1;REDUCTOR TROQUEL TROQ  ;557983531;553969261
AJM01;ESPTF12-TQ01TE01;HIJO N1;TABLERO FUERZA TROQUEL;559321621;553969261
AJM01;ESPTF12-TQ01TE02;HIJO N1;CAJA DE PULSADORES TROQUEL TROQ  ;559767651;553969261
AJM01;ESPTF12-TQ01TE03;HIJO N1;PANEL DE PULSADORES  TROQUEL;560436696;553969261
AJM01;ESPTF13             ;LINEA;LINEA DE TERMOFORMADO 13;561105741;226583241
AJM01;ESPTF13-DE01        ;PADRE;CUERPO DESEMBOBINADOR DESBOBINADOR;561997801;561105741
AJM01;ESPTF13-DE01ME01    ;HIJO N1;MOTOR DESEMBOBINADOR DESBOBINADOR;562889861;561997801
AJM01;ESPTF13-DE01RD01    ;HIJO N1;REDUCTOR DESEMBOBINADOR DESBOBINADOR;563781921;561997801
AJM01;ESPTF13-FM01;PADRE;FORMADORA FORMADORA FORM  ;564673981;561105741
AJM01;ESPTF13-FM01BV01    ;HIJO N1;BOMBA DE VACIO FORMADORA FORM  ;565566041;564673981
AJM01;ESPTF13-FM01BV01ME01;HIJO N2;MOTOR BOMBA DE VACIO FORM  ;566458101;565566041
AJM01;ESPTF13-FM01ME01    ;HIJO N1;MOTOR 1 PLACA SUPERIOR E INFERIOR FORM  ;567350161;564673981
AJM01;ESPTF13-FM01ME02    ;HIJO N1;MOTOR 2 PLACA SUPERIOR E INFERIOR FORM  ;568242221;564673981
AJM01;ESPTF13-FM01RD01    ;HIJO N1;REDUCTOR SUP PLACA SUPERIOR E INFERIOR FORM  ;569134281;564673981
AJM01;ESPTF13-FM01RD02    ;HIJO N1;REDUCTOR INF PLACA SUPERIOR E INFERIOR FORM  ;570026341;564673981
AJM01;ESPTF13-FM01SR01;HIJO N1;CIRCUITO DE AUGA MOKON REF MOKON FORM  ;570918401;564673981
AJM01;ESPTF13-FM01SR01BC01;HIJO N2;BOMBA MOKON REF MOKON FORM  ;571364431;570918401
AJM01;ESPTF13-FM01SR01BC02;HIJO N2;BOMBA MOKON REF MOKON FORM  ;571587446;570918401
AJM01;ESPTF13-FM01SR01ME01;HIJO N2;MOTOR REF MOKON FORM  ;573594581;570918401
AJM01;ESPTF13-FM01SR01ME02;HIJO N2;MOTOR REF MOKON FORM  ;574486641;570918401
AJM01;ESPTF13-FM01SR01TE01;HIJO N2;CAJA DE CONEXIONES REF MOKON FORM  ;574709656;570918401
AJM01;ESPTF13-FM01SR01TE02;HIJO N2;CAJA DE CONEXIONES REF MOKON FORM  ;574821163;570918401
AJM01;ESPTF13-HF01        ;PADRE;ESTRUCTURA HORNO HORN;575378701;561105741
AJM01;ESPTF13-HF01ME01;HIJO N1;MOTOR CADENA HALADORES HORN  ;576270761;575378701
AJM01;ESPTF13-HF01TE01;HIJO N1;CAJA DE PASO ARRANQUE Y PARADA TRANS LAMINA HORN  ;576716791;575378701
AJM01;ESPTF13-HF01TE02;HIJO N1;CAJA DE CONEXIONES IZQ TRANS LAMINA HORN  ;576939806;575378701
AJM01;ESPTF13-HF01TE03;HIJO N1;CAJA DE CONEXIONES DER TRANS LAMINA HORN  ;577051313;575378701
AJM01;ESPTF13-ML01;PADRE;CUERPO MOLINO;577162821;561105741
AJM01;ESPTF13-ML01ME01    ;HIJO N1;MOTOR MOLINO MOLI  ;578054881;577162821
AJM01;ESPTF13-ML01ME02    ;HIJO N1;MOTOR DEL BLOWER MOLINO MOLI  ;578946941;577162821
AJM01;ESPTF13-ML01RD01;HIJO N1;REDUCTOR MOLINO;579839001;577162821
AJM01;ESPTF13-SP02;PADRE;CUERPO MAC DUE SELL PRE ;574932671;561105741
AJM01;ESPTF13-SP02ME01;HIJO N1;MOTOR BRAZO EMPUJADOR MAC DUE SELL PRE ;575044178;574932671
AJM01;ESPTF13-SP02ME02;HIJO N1;MOTOR BANDA DESCARGUE MAC DUE SELL PRE ;575099932;574932671
AJM01;ESPTF13-SP02ME03;HIJO N1;MOTOR DESEMBOBINADOR MAC DUE SELL PRE ;575127809;574932671
AJM01;ESPTF13-SP02RD01;HIJO N1;REDUCTOR B. EMPUJADOR MAC DUE SELL PRE ;575322947;574932671
AJM01;ESPTF13-SP02RD02;HIJO N1;REDUCTOR B. DESCAGUE MAC DUE SELL PRE ;575350824;574932671
AJM01;ESPTF13-SP02RD03;HIJO N1;REDUCTOR DESBOBINADOR MAC DUE SELL PRE ;575371731;574932671
AJM01;ESPTF13-SP02TE01;HIJO N1;TABLERO PRINCIPAL MAC DUE SELL PRE ;575267193;574932671
AJM01;ESPTF13-TB01;PADRE;TABLET ;582069151;561105741
AJM01;ESPTF13-TE01;PADRE;TABLERO DRIVE TABLERO PRINCIPAL ELEC  ;582515181;561105741
AJM01;ESPTF13-TE01AA01;HIJO N1;AIRE ACONDICIONADO TABLERO PRINCIPAL ELEC  ;583407241;582515181
AJM01;ESPTF13-TE02;PADRE;DISPLAY MICROPHASER  CTRL ELE FOR;583853271;561105741
AJM01;ESPTF13-TE02AA01;HIJO N1;AIRE ACONDICIONADO MICROPHASER  CTRL ELE FOR;584522316;583853271
AJM01;ESPTF13-TQ01        ;PADRE;CUERPO TROQUELADORA TROQ  ;585191361;561105741
AJM01;ESPTF13-TQ01ME01    ;HIJO N1;MOTOR CANOPY TROQ  ;586083421;585191361
AJM01;ESPTF13-TQ01ME02    ;HIJO N1;SERVOMOTOR TROQUEL TROQ  ;586975481;585191361
AJM01;ESPTF13-TQ01ME03;HIJO N1;MOTOR  SERVOPICK TROQ  ;587867541;585191361
AJM01;ESPTF13-TQ01RD03    ;HIJO N1;REDUCTOR TROQUEL TROQ  ;589651661;585191361
AJM01;ESPTF13-TQ01RD04;HIJO N1;REDUCTOR TROQUEL TROQ  ;590543721;585191361
AJM01;ESPTF13-TQ01TE01;HIJO N1;CAJA DE PULSADORES TROQUEL TROQ  ;590989751;585191361
AJM01;ESPTF13-TQ01TE02;HIJO N1;TABLERO DE FUERZA TABLERO DE FUERZA TROQ  ;591212766;585191361
AJM01;ESPTF13-TQ01TE03;HIJO N1;PANEL DE PULSADORES TABLERO DE FUERZA TROQ  ;591324273;585191361
AJM01;ESPTF14             ;LINEA;LINEA DE TERMOFORMADO 14;592327841;226583241
AJM01;ESPTF14-DE01        ;PADRE;DESEMBOBINADOR ;593219901;592327841
AJM01;ESPTF14-DE01ME01    ;HIJO N1;MOTOR PRINCIPAL DESEMBOBINADOR;594111961;593219901
AJM01;ESPTF14-DE01ME02;HIJO N1;MOTOR ELECTRICO DESEMBOBINADOR;595004021;593219901
AJM01;ESPTF14-DE01MN01;HIJO N1;MOTOR NEUMAT DESEMBOBINADOR;595450051;593219901
AJM01;ESPTF14-DE01RD01    ;HIJO N1;REDUCTOR PPAL DESEMBOBINADOR;595896081;593219901
AJM01;ESPTF14-DE01RD02    ;HIJO N1;REDUCTOR DESEMBOBINADOR;596788141;593219901
AJM01;ESPTF14-FM01        ;PADRE;TERMOFORMADORA ;597680201;592327841
AJM01;ESPTF14-FM01BV01    ;HIJO N1;BOMBA 1 VACIO FORM  ;598572261;597680201
AJM01;ESPTF14-FM01BV01ME01;HIJO N2;MOTOR BOMBA 1 VACIO FORM  ;599464321;598572261
AJM01;ESPTF14-FM01BV02    ;HIJO N1;BOMBA 2 VACIO FORM  ;600356381;597680201
AJM01;ESPTF14-FM01BV02ME01;HIJO N2;MOTOR BOMBA 2 VACIO FORM  ;601248441;600356381
AJM01;ESPTF14-FM01ME01    ;HIJO N1;MOTOR MOLDE SUP E INF FORM  ;602140501;597680201
AJM01;ESPTF14-FM01ME02    ;HIJO N1;MOTOR MOLDE SUP E INF FORM  ;603032561;597680201
AJM01;ESPTF14-FM01RD01    ;HIJO N1;REDUCTOR MOLDE SUP E INF FORM  ;603924621;597680201
AJM01;ESPTF14-FM01RD02    ;HIJO N1;REDUCTOR MOLDE SUP E INF FORM  ;604816681;597680201
AJM01;ESPTF14-FM01SR01    ;HIJO N1;CIRCUITO DE AGUA MOKON FORM  ;605708741;597680201
AJM01;ESPTF14-FM01SR01BG01;HIJO N2;BOMBA 1 MOKON FORM  ;606600801;605708741
AJM01;ESPTF14-FM01SR01BG02;HIJO N2;BOMBA 2 MOKON FORM  ;607492861;605708741
AJM01;ESPTF14-FM01SR01BG03;HIJO N2;BOMBA REF. RIELES MOKON FORM  ;608384921;605708741
AJM01;ESPTF14-FM01SR01ME01;HIJO N2;MOTOR MOKON FORM  ;609276981;605708741
AJM01;ESPTF14-FM01SR01ME02;HIJO N2;MOTOR MOKON FORM  ;610169041;605708741
AJM01;ESPTF14-FM01SR01ME03;HIJO N2;MOTOR REFRIGERACION MOKON FORM  ;611061101;605708741
AJM01;ESPTF14-FM01SR01TE01;HIJO N2;CAJA DE CONEXIONES MOKON FORM  ;611507131;605708741
AJM01;ESPTF14-FM01SR01TE02;HIJO N2;CAJA DE CONEXIONES MOKON FORM  ;611730146;605708741
AJM01;ESPTF14-HF01        ;PADRE;HORNO ELECTRICO ;611953161;592327841
AJM01;ESPTF14-HF01ME01    ;HIJO N1;MOTOR CADENA LAMINA HORN  ;612845221;611953161
AJM01;ESPTF14-ML01        ;PADRE;MOLINO PRINCIPAL ;613737281;592327841
AJM01;ESPTF14-ML01ME01    ;HIJO N1;MOTOR MOLINO TROQ  ;614629341;613737281
AJM01;ESPTF14-ML01ME02    ;HIJO N1;MOTOR DEL BLOWER MOLINO TROQ  ;615521401;613737281
AJM01;ESPTF14-ML01RD01    ;HIJO N1;REDUCTOR MOLINO TROQ  ;616413461;613737281
AJM01;ESPTF14-SP01;PADRE;HUGO BECK ;617305521;592327841
AJM01;ESPTF14-SP01BT01;HIJO N1;BANDA PLASTICA CURVA H. BECK;617751551;617305521
AJM01;ESPTF14-SP01BT01ME01;HIJO N2;MOTOR CURVA H. BECK;617974566;617751551
AJM01;ESPTF14-SP01BT01RD01;HIJO N2;REDUCTOR CURVA H. BECK;618086073;617751551
AJM01;ESPTF14-SP01BT02;HIJO N1;BANDAS CONVEYOR ROD H. BECK;618141827;617305521
AJM01;ESPTF14-SP01BT02ME02;HIJO N2;MOTOR CONVEYOR ROD H. BECK;618169704;618141827
AJM01;ESPTF14-SP01BT02RD01;HIJO N2;REDUCTOR CONVEYOR ROD H. BECK;618183642;618141827
AJM01;ESPTF14-SP01BT03;HIJO N1;BANDA ALIMENTACION H. BECK;618190611;617305521
AJM01;ESPTF14-SP01BT03ME01;HIJO N2;SERVOTOR ALIMENTACION H. BECK;618194096;618190611
AJM01;ESPTF14-SP01BT03RD01;HIJO N2;REDUCTOR ALIMENTACION H. BECK;618195838;618190611
AJM01;ESPTF14-SP01BT04ME01;HIJO N2;MOTOR SERVOALIMENTADORA H. BECK;623995099;618190611
AJM01;ESPTF14-SP01BT04RD01;HIJO N2;REDUCTOR SERVOALIMENT. H. BECK;626894730;618190611
AJM01;ESPTF14-SP01BT05ME02;HIJO N2;MOTOR PALETAS H. BECK;628344545;618190611
AJM01;ESPTF14-SP01BT05RD01;HIJO N2;REDUCTOR PALETAS H. BECK;629069453;618190611
AJM01;ESPTF14-SP01BT06;HIJO N1;REDUCTOR SELLADORA H. BECK;629431907;617305521
AJM01;ESPTF14-SP01BT06ME01;HIJO N2;MOTOR SISTEMA DE VACIO H. BECK;629613134;629431907
AJM01;ESPTF14-SP01BT06ME02;HIJO N2;MOTOR BANDA DE VACIO  H. BECK;629703747;629431907
AJM01;ESPTF14-SP01BT07;HIJO N1;BANDA DE SALIDA  H. BECK;629749054;617305521
AJM01;ESPTF14-SP01BT07ME01;HIJO N2;MOTOR BANDA DE SALIDA H. BECK;629771707;629749054
AJM01;ESPTF14-SP01BT07RD01;HIJO N2;REDUCTOR BANDA DE SALIDA H. BECK;629783034;629749054
AJM01;ESPTF14-SP01DE01    ;HIJO N1;RODILLOS DES PELICULA H. BECK;629794361;617305521
AJM01;ESPTF14-SP01DE01ME01;HIJO N2;MOTOR DES PELICULA H. BECK;630686421;629794361
AJM01;ESPTF14-SP01DE01RD01;HIJO N2;REDUCTOR DES PELICULA H. BECK;631578481;629794361
AJM01;ESPTF14-SP01ME01    ;HIJO N1;MOTOR BANDA DE DESCARGUE H. BECK;632470541;617305521
AJM01;ESPTF14-SP01ME02    ;HIJO N1;SERVOTOR SELLADO TRASV H. BECK;633362601;617305521
AJM01;ESPTF14-SP01ME03;HIJO N1;MOTOR SCRAP H. BECK;634254661;617305521
AJM01;ESPTF14-SP01ME04;HIJO N1;MOTOR SELLADO LATERAL H. BECK;634700691;617305521
AJM01;ESPTF14-SP01RD01    ;HIJO N1;REDUCTOR B. DESCARGUE H. BECK;635146721;617305521
AJM01;ESPTF14-SP01RD02    ;HIJO N1;REDUCTOR SCRAP H. BECK;636038781;617305521
AJM01;ESPTF14-SP01TE01;HIJO N1;TABLERO DE FUERZA  H. BECK;636930841;617305521
AJM01;ESPTF14-SP01TE01AA01;HIJO N2;AIRE ACONDICIONADO  H. BECK;637822901;636930841
AJM01;ESPTF14-SP01TE02;HIJO N1;TABLERO PRINCIPAL  H. BECK;638268931;617305521
AJM01;ESPTF14-SR01;PADRE;FRIGEL ;638937976;592327841
AJM01;ESPTF14-TB01;PADRE;TABLET;639272498;592327841
AJM01;ESPTF14-TE01;PADRE;TABLERO FUERZA ;639607021;592327841
AJM01;ESPTF14-TE01AA01;HIJO N1;AIRE ACONDICIONADO  TABLERO;640499081;639607021
AJM01;ESPTF14-TE02;PADRE;COMPUTADOR ;640945111;592327841
AJM01;ESPTF14-TQ01;PADRE;TROQUELADORA ;642283201;592327841
AJM01;ESPTF14-TQ01BT01;HIJO N1;CONVEYOR-TROQUELADORA  TROQ  ;642729231;642283201
AJM01;ESPTF14-TQ01BT01ME01;HIJO N2;MOTOR 1 CONVEYOR  TROQ  ;642952246;642729231
AJM01;ESPTF14-TQ01BT01ME02;HIJO N2;MOTOR 2 CONVEYOR  TROQ  ;643063753;642729231
AJM01;ESPTF14-TQ01ME01    ;HIJO N1;MOTOR CANOPY TROQ  ;645851441;642283201
AJM01;ESPTF14-TQ01ME02    ;HIJO N1;MOTOR TROQUEL TROQ  ;646743501;642283201
AJM01;ESPTF14-TQ01ME03    ;HIJO N1;MOTOR SERVOPICK TROQ  ;647635561;642283201
AJM01;ESPTF14-TQ01ME04    ;HIJO N1;MOTOR CONVEYOR TROQ  ;648527621;642283201
AJM01;ESPTF14-TQ01RD01;HIJO N1;REDUCTOR CANOPY TROQ  ;649419681;642283201
AJM01;ESPTF14-TQ01RD02;HIJO N1;REDUCTOR A TROQUEL TROQ  ;649865711;642283201
AJM01;ESPTF14-TQ01RD03;HIJO N1;REDUCTOR B TROQUEL TROQ  ;650311741;642283201
AJM01;ESPTF14-TQ01TE01;HIJO N1;TABLERO CONTROL TROQUEL  TROQ  ;650757771;642283201
AJM01;ESPTF14-TQ01TE02;HIJO N1;PANEL DE PULSADORES  TROQ  ;650980786;642283201
AJM01;ESPTF14-TQ02;PADRE;TROQUELADORA ;651649831;592327841
AJM01;ESPTF14-TQ02ME01;HIJO N1;MOTOR DEL CANOPY  TROQ  BROWN;651872846;651649831
AJM01;ESPTF14-TQ02ME02;HIJO N1;MOTOR DEL SERVOPICK  TROQ  BROWN;652040107;651649831
AJM01;ESPTF14-TQ02ME03;HIJO N1;MOTOR DEL TROQUEL  TROQ  BROWN;652081922;651649831
AJM01;ESPTF14-TQ02RD01;HIJO N1;REDUCTOR DEL CANOPY  TROQ  BROWN;651984353;651649831
AJM01;ESPTF14-TQ02RD02;HIJO N1;REDUCTOR  TROQ  BROWN;652067984;651649831
AJM01;ESPTF14-TQ02TE02;HIJO N1;TABLERO DE FUERZA TQ BROWN ;652088891;651649831
AJM01;ESPTF14-TQ02TE03;HIJO N1;PANEL DE PULSADORES  TROQ  BROWN;652092376;651649831
AJM01;ESPTF15             ;LINEA;LINEA DE TERMOFORMADO 15;652095861;226583241
AJM01;ESPTF15-DE01        ;PADRE;DESEMBOBINADOR ;652681275;652095861
AJM01;ESPTF15-DE01ME01    ;HIJO N1;MOTOR PRINCIPAL DESEMBOBINADOR;653266689;652681275
AJM01;ESPTF15-DE01ME02;HIJO N1;MOTOR ELECTRICO DESEMBOBINADOR;653852103;652681275
AJM01;ESPTF15-DE01MN01;HIJO N1;MOTOR NEUMAT DESEMBOBINADOR;654144810;652681275
AJM01;ESPTF15-DE01RD01    ;HIJO N1;REDUCTOR PPAL DESEMBOBINADOR;654437517;652681275
AJM01;ESPTF15-DE01RD02    ;HIJO N1;REDUCTOR DESEMBOBINADOR;655022931;652681275
AJM01;ESPTF15-FM01        ;PADRE;TERMOFORMADORA ;655608345;652095861
AJM01;ESPTF15-FM01BV01    ;HIJO N1;BOMBA 1 VACIO FORM  ;656193759;655608345
AJM01;ESPTF15-FM01BV01ME01;HIJO N2;MOTOR BOMBA 1 VACIO FORM  ;656779173;656193759
AJM01;ESPTF15-FM01BV02    ;HIJO N1;BOMBA 2 VACIO FORM  ;657364587;655608345
AJM01;ESPTF15-FM01BV02ME01;HIJO N2;MOTOR BOMBA 2 VACIO FORM  ;657950001;657364587
AJM01;ESPTF15-FM01ME01    ;HIJO N1;MOTOR MOLDE SUP E INF FORM  ;658535415;655608345
AJM01;ESPTF15-FM01ME02    ;HIJO N1;MOTOR MOLDE SUP E INF FORM  ;659120829;655608345
AJM01;ESPTF15-FM01RD01    ;HIJO N1;REDUCTOR MOLDE SUP E INF FORM  ;659706243;655608345
AJM01;ESPTF15-FM01RD02    ;HIJO N1;REDUCTOR MOLDE SUP E INF FORM  ;660291657;655608345
AJM01;ESPTF15-FM01SR01    ;HIJO N1;CIRCUITO DE AGUA MOKON FORM  ;660877071;655608345
AJM01;ESPTF15-FM01SR01BG01;HIJO N2;BOMBA 1 MOKON FORM  ;661462485;660877071
AJM01;ESPTF15-FM01SR01BG02;HIJO N2;BOMBA 2 MOKON FORM  ;662047899;660877071
AJM01;ESPTF15-FM01SR01BG03;HIJO N2;BOMBA REF. RIELES MOKON FORM  ;662633313;660877071
AJM01;ESPTF15-FM01SR01ME01;HIJO N2;MOTOR MOKON FORM  ;663218727;660877071
AJM01;ESPTF15-FM01SR01ME02;HIJO N2;MOTOR MOKON FORM  ;663804141;660877071
AJM01;ESPTF15-FM01SR01ME03;HIJO N2;MOTOR REFRIGERACION MOKON FORM  ;664389555;660877071
AJM01;ESPTF15-FM01SR01TE01;HIJO N2;CAJA DE CONEXIONES MOKON FORM  ;664682262;660877071
AJM01;ESPTF15-FM01SR01TE02;HIJO N2;CAJA DE CONEXIONES MOKON FORM  ;664828615;660877071
AJM01;ESPTF15-HF01        ;PADRE;HORNO ELECTRICO ;664974969;652095861
AJM01;ESPTF15-HF01ME01    ;HIJO N1;MOTOR CADENA LAMINA HORN  ;665560383;664974969
AJM01;ESPTF15-ML01;PADRE;MOLINO PRINCIPAL ;666145797;652095861
AJM01;ESPTF15-ML01ME01    ;HIJO N1;MOTOR MOLINO TROQ  ;666731211;666145797
AJM01;ESPTF15-ML01ME02    ;HIJO N1;MOTOR DEL BLOWER MOLINO TROQ  ;667316625;666145797
AJM01;ESPTF15-ML01RD01;HIJO N1;REDUCTOR MOLINO TROQ  ;667902039;666145797
AJM01;ESPTF15-SP01        ;PADRE;HUGO BECK ;676683249;652095861
AJM01;ESPTF15-SP01BT01;HIJO N1;BANDA PLASTICA CURVA H. BECK;676975956;676683249
AJM01;ESPTF15-SP01BT01ME01;HIJO N2;MOTOR CURVA H. BECK;677122309;676975956
AJM01;ESPTF15-SP01BT01RD01;HIJO N2;REDUCTOR CURVA H. BECK;677195486;676975956
AJM01;ESPTF15-SP01BT02;HIJO N1;BANDAS CONVEYOR ROD H. BECK;677232074;676683249
AJM01;ESPTF15-SP01BT02ME02;HIJO N2;MOTOR CONVEYOR ROD H. BECK;677250368;677232074
AJM01;ESPTF15-SP01BT02RD01;HIJO N2;REDUCTOR CONVEYOR ROD H. BECK;677259515;677232074
AJM01;ESPTF15-SP01BT03;HIJO N1;BANDA ALIMENTACION H. BECK;677264089;676683249
AJM01;ESPTF15-SP01BT03ME01;HIJO N2;SERVOTOR ALIMENTACION H. BECK;677266376;677264089
AJM01;ESPTF15-SP01BT03RD01;HIJO N2;REDUCTOR ALIMENTACION H. BECK;677267519;677264089
AJM01;ESPTF15-SP01BT04ME01;HIJO N2;MOTOR SERVOALIMENTADORA H. BECK;677268091;677264089
AJM01;ESPTF15-SP01BT04RD01;HIJO N2;REDUCTOR SERVOALIMENT. H. BECK;677268377;677264089
AJM01;ESPTF15-SP01BT05ME02;HIJO N2;MOTOR PALETAS H. BECK;677268520;677264089
AJM01;ESPTF15-SP01BT05RD01;HIJO N2;REDUCTOR PALETAS H. BECK;677268591;677264089
AJM01;ESPTF15-SP01BT06;HIJO N1;REDUCTOR SELLADORA H. BECK;677268627;676683249
AJM01;ESPTF15-SP01BT06ME01;HIJO N2;MOTOR SISTEMA DE VACIO H. BECK;677268645;677268627
AJM01;ESPTF15-SP01BT06ME02;HIJO N2;MOTOR BANDA DE VACIO  H. BECK;677268654;677268627
AJM01;ESPTF15-SP01BT07;HIJO N1;BANDA DE SALIDA  H. BECK;677268658;676683249
AJM01;ESPTF15-SP01BT07ME01;HIJO N2;MOTOR BANDA DE SALIDA H. BECK;677268660;677268658
AJM01;ESPTF15-SP01BT07RD01;HIJO N2;REDUCTOR BANDA DE SALIDA H. BECK;677268661;677268658
AJM01;ESPTF15-SP01DE01    ;HIJO N1;RODILLOS DES PELICULA H. BECK;684879045;676683249
AJM01;ESPTF15-SP01DE01ME01;HIJO N2;MOTOR DES PELICULA H. BECK;685464459;684879045
AJM01;ESPTF15-SP01DE01RD01;HIJO N2;REDUCTOR DES PELICULA H. BECK;686049873;684879045
AJM01;ESPTF15-SP01ME01    ;HIJO N1;MOTOR BANDA DE DESCARGUE H. BECK;686635287;676683249
AJM01;ESPTF15-SP01ME02    ;HIJO N1;SERVOTOR SELLADO TRASV H. BECK;687220701;676683249
AJM01;ESPTF15-SP01ME03;HIJO N1;MOTOR SCRAP H. BECK;687806115;676683249
AJM01;ESPTF15-SP01ME04;HIJO N1;MOTOR SELLADO LATERAL H. BECK;688098822;676683249
AJM01;ESPTF15-SP01RD01    ;HIJO N1;REDUCTOR B. DESCARGUE H. BECK;688391529;676683249
AJM01;ESPTF15-SP01RD02    ;HIJO N1;REDUCTOR SCRAP H. BECK;688976955;676683249
AJM01;ESPTF15-SP01TE01;HIJO N1;TABLERO DE FUERZA  H. BECK;689269668;676683249
AJM01;ESPTF15-SP01TE01AA01;HIJO N2;AIRE ACONDICIONADO  H. BECK;689416024;689269668
AJM01;ESPTF15-SP01TE02;HIJO N1;TABLERO PRINCIPAL  H. BECK;689452613;676683249
AJM01;ESPTF15-SR01;PADRE;FRIGEL ;668194746;652095861
AJM01;ESPTF15-TB01;PADRE;TABLET;668341099;652095861
AJM01;ESPTF15-TE01        ;PADRE;TABLERO FUERZA ;668487453;652095861
AJM01;ESPTF15-TE01AA01    ;HIJO N1;AIRE ACONDICIONADO  TABLERO;669072867;668487453
AJM01;ESPTF15-TE02;PADRE;COMPUTADOR ;669658281;652095861
